mean_alpha,mean_b,mean_k_1,mean_k_2,mean_g,mean_m,mean_threshold_word,mean_threshold_nonword,median_alpha,median_b,median_k_1,median_k_2,median_g,median_m,median_threshold_word,median_threshold_nonword,real_k_1,HDI_k_1_bottom,HDI_k_1_top,real_k_2,HDI_k_2_bottom,HDI_k_2_top,real_alpha,HDI_alpha_bottom,HDI_alpha_top,real_b,HDI_b_bottom,HDI_b_top,real_g,HDI_g_bottom,HDI_g_top,real_m,HDI_m_bottom,HDI_m_top,real_threshold_word,HDI_threshold_word_bottom,HDI_threshold_word_top,real_threshold_nonword,HDI_threshold_nonword_bottom,HDI_threshold_nonword_top
3.4341102825,1.20806110175,3.9858276375,4.535830842499999,0.1792506679775,0.57813714575,1.893502185,2.5707029775,3.41055,1.204385,3.98154,4.524805000000001,0.156836,0.5806625000000001,1.888385,2.56977,2.359758224120272,2.7314,5.13661,4.924072541949971,3.75639,5.3126,2.3799647646893933,2.36251,4.43023,1.3001760328847929,0.75361,1.72667,0.1390748805412677,0.00828906,0.403193,0.6085514204791812,0.435467,0.717948,1.3781745118201876,1.46846,2.30964,1.9046479585076628,1.95631,3.17133
1.92017509425,1.8237038555,2.8225903412499997,4.02807532,0.51499171495,0.656908199,1.8077182625000001,1.6739149175,1.8793600000000001,1.815235,2.8158700000000003,4.00211,0.5202910000000001,0.661011,1.79068,1.6608399999999999,2.7506048511575623,1.43184,4.12826,4.922730383819667,3.17714,4.95732,1.4172880854492222,1.06538,2.98073,1.40550700157711,1.18114,2.51361,0.20360276618158057,0.322549,0.712958,0.4839217973483842,0.52499,0.776678,1.808901129734296,1.42553,2.23638,1.895190019152462,1.31983,2.09432
