name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
ndt_t[32028],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32029],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32030],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32031],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32032],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32033],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32034],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32035],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32036],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32037],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32038],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32039],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32040],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32041],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32042],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32043],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32044],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32045],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32046],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32047],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32048],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32049],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32050],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32051],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32052],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32053],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32054],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32055],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32056],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32057],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32058],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32059],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32060],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32061],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32062],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32063],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32064],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32065],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32066],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32067],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32068],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32069],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32070],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32071],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32072],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32073],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32074],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32075],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32076],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32077],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32078],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32079],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32080],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32081],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32082],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32083],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32084],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32085],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32086],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32087],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32088],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32089],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32090],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32091],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32092],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32093],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32094],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32095],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32096],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32097],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32098],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32099],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32100],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32101],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32102],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32103],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32104],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32105],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32106],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32107],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32108],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32109],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32110],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32111],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32112],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32113],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32114],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32115],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32116],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32117],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32118],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32119],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32120],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32121],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32122],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32123],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32124],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32125],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32126],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32127],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32128],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32129],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32130],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32131],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32132],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32133],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32134],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32135],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32136],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32137],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32138],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32139],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32140],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32141],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32142],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32143],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32144],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32145],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32146],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32147],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32148],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32149],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32150],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32151],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32152],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32153],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32154],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32155],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32156],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32157],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32158],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32159],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32160],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32161],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32162],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32163],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32164],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32165],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32166],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32167],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32168],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32169],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32170],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32171],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32172],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32173],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32174],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32175],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32176],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32177],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32178],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32179],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32180],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32181],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32182],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32183],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32184],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32185],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32186],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32187],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32188],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32189],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32190],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32191],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32192],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32193],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32194],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32195],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32196],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32197],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32198],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32199],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32200],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32201],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32202],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32203],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32204],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32205],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32206],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32207],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32208],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32209],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32210],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32211],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32212],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32213],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32214],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32215],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32216],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32217],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32218],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32219],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32220],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32221],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32222],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32223],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32224],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32225],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32226],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32227],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32228],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32229],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32230],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32231],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32232],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32233],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32234],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32235],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32236],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32237],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32238],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32239],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32240],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32241],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32242],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32243],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32244],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32245],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32246],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32247],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32248],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32249],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32250],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32251],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32252],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32253],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32254],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32255],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32256],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32257],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32258],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32259],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32260],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32261],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32262],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32263],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32264],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32265],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32266],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32267],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32268],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32269],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32270],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32271],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32272],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32273],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32274],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32275],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32276],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32277],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32278],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32279],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32280],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32281],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32282],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32283],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32284],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32285],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32286],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32287],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32288],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32289],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32290],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32291],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32292],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32293],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32294],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32295],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32296],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32297],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32298],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32299],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32300],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32301],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32302],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32303],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32304],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32305],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32306],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32307],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32308],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32309],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32310],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32311],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32312],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32313],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32314],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32315],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32316],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
ndt_t[32317],0.34,0.025,0.04,0.26,0.35,0.38,2.6,5.5e-06,2.1
