name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
sp_trial_var_t_nonword[35067],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35068],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35069],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35070],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35071],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35072],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35073],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35074],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35075],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35076],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35077],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35078],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35079],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35080],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35081],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35082],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35083],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35084],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35085],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35086],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35087],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35088],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35089],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35090],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35091],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35092],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35093],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35094],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35095],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35096],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35097],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35098],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35099],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35100],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35101],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35102],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35103],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35104],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35105],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35106],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35107],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35108],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35109],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35110],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35111],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35112],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35113],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35114],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35115],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35116],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35117],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35118],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35119],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35120],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35121],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35122],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35123],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35124],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35125],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35126],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35127],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35128],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35129],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35130],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35131],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35132],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35133],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35134],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35135],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35136],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35137],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35138],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35139],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35140],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35141],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35142],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35143],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35144],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35145],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35146],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35147],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35148],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35149],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35150],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35151],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35152],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35153],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35154],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35155],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35156],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35157],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35158],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35159],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35160],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35161],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35162],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35163],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35164],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35165],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35166],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35167],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35168],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35169],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35170],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35171],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35172],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35173],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35174],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35175],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35176],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35177],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35178],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35179],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35180],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35181],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35182],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35183],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35184],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35185],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35186],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35187],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35188],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35189],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35190],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35191],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35192],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35193],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35194],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35195],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35196],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35197],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35198],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35199],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35200],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35201],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35202],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35203],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35204],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35205],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35206],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35207],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35208],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35209],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35210],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35211],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35212],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35213],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35214],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35215],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35216],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35217],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35218],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35219],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35220],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35221],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35222],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35223],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35224],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35225],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35226],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35227],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35228],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35229],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35230],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35231],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35232],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35233],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35234],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35235],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35236],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35237],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35238],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35239],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35240],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35241],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35242],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35243],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35244],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35245],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35246],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35247],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35248],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35249],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35250],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35251],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35252],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35253],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35254],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35255],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35256],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35257],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35258],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35259],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35260],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35261],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35262],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35263],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35264],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35265],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35266],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35267],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35268],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35269],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35270],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35271],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35272],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35273],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35274],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35275],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35276],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35277],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35278],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35279],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35280],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35281],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35282],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35283],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35284],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35285],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35286],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35287],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35288],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35289],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35290],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35291],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35292],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35293],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35294],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35295],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35296],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35297],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35298],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35299],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35300],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35301],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35302],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35303],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35304],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35305],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35306],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35307],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35308],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35309],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35310],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
sp_trial_var_t_nonword[35311],1.4,0.16,0.58,0.62,1.4,2.5,13.0,2.8e-05,1.1
drift_nonword_t[34947],1.5e-07,8e-09,4.3e-08,9.1e-08,1.5e-07,2.3e-07,29.0,6.2e-05,1.1
drift_nonword_t[34948],1.7,0.087,0.47,0.99,1.6,2.5,29.0,6.2e-05,1.1
drift_nonword_t[34949],0.00019,9.8e-06,5.3e-05,0.00011,0.00018,0.00028,29.0,6.2e-05,1.1
drift_nonword_t[34950],0.0099,0.00052,0.0028,0.0059,0.0096,0.015,29.0,6.2e-05,1.1
