name,Mean,MCSE,StdDev,5%,50%,95%,N_Eff,N_Eff/s,R_hat
threshold_t_word[24171],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24172],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24173],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24174],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24175],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24176],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24177],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24178],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24179],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24180],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24181],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24182],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24183],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24184],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24185],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24186],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24187],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24188],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24189],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24190],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24191],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24192],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24193],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24194],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24195],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24196],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24197],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24198],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24199],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24200],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24201],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24202],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24203],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24204],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24205],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24206],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24207],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24208],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24209],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24210],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24211],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24212],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24213],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24214],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24215],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24216],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24217],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24218],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24219],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24220],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24221],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24222],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24223],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24224],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24225],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24226],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24227],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24228],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24229],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24230],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24231],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24232],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24233],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24234],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24235],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24236],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24237],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24238],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24239],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24240],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24241],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24242],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24243],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24244],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24245],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24246],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24247],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24248],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24249],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24250],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24251],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24252],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24253],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24254],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
threshold_t_word[24255],1.3,0.015,0.12,1.1,1.2,1.4,69.0,0.00072,1.1
ndt_t[11722],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11723],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11724],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11725],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11726],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11727],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11728],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11729],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11730],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11731],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11732],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11733],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11734],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11735],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11736],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11737],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11738],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11739],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11740],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11741],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11742],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11743],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11744],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11745],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11746],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11747],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11748],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11749],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11750],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11751],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11752],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11753],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11754],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11755],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11756],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11757],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11758],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11759],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11760],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11761],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11762],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11763],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11764],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11765],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11766],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11767],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11768],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11769],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11770],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11771],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11772],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11773],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11774],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11775],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11776],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11777],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11778],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11779],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11780],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11781],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11782],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11783],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11784],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11785],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11786],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11787],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11788],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11789],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11790],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11791],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11792],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11793],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11794],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11795],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11796],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11797],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11798],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11799],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11800],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11801],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11802],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11803],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11804],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11805],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11806],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11807],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11808],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11809],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11810],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11811],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11812],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11813],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11814],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11815],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11816],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11817],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11818],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11819],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11820],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11821],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11822],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11823],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11824],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11825],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11826],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11827],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11828],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11829],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11830],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11831],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11832],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11833],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11834],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11835],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11836],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11837],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11838],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11839],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11840],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11841],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11842],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11843],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11844],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11845],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11846],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11847],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11848],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11849],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11850],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11851],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11852],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11853],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11854],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11855],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11856],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11857],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11858],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11859],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11860],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11861],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11862],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11863],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11864],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11865],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11866],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11867],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11868],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11869],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11870],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11871],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11872],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11873],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11874],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11875],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11876],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11877],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11878],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11879],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11880],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11881],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11882],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11883],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11884],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11885],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11886],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11887],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11888],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11889],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11890],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11891],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11892],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11893],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11894],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11895],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11896],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11897],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11898],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11899],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11900],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11901],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11902],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11903],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11904],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11905],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11906],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11907],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11908],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11909],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11910],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11911],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11912],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11913],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11914],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11915],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11916],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11917],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11918],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11919],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11920],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11921],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11922],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11923],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11924],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11925],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11926],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11927],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11928],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11929],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11930],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11931],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11932],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11933],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11934],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
ndt_t[11935],0.31,0.004,0.031,0.27,0.29,0.36,59.0,0.00062,1.1
